# nrf52840dk
aha-mont64, 1.4803915262226055, 1.0002801299828052, 2704.689893907125, 1.0002801299828055
edn, 1.238874150766132, 1.0003459879546333, 3236.8098063231064, 1.0003459879546333
crc32, 2.8558407308162677, 1.0003188355792993, 1404.1399286485469, 1.0003188355792993
sglib-combined, 1.8478892396140076, 1.0003035646441782, 2154.349900771943, 1.0003035646441782
neetle-sha256, 2.80497179488438, 1.0005742108051574, 1424.9697652181703, 1.0005742108051576
minver, 8.710050094325664, 1.000216560514355, 459.0099892312424, 1.000216560514355
qrduino, 1.908895563712228, 1.0003267703257464, 2227.989881085557, 1.0003267703257464
st, 36.49070035752036, 1.0035246142461027, 111.8093092219635, 1.0035246142461027
cubic, 3.345105228418112, 1.000456366473048, 1175.1498776793255, 1.000456366473048
huffbench, 1.766246772710536, 1.000318908848582, 2332.6298814277807, 1.000318908848582
matmult-int, 1.1903732921440435, 1.0006202591592759, 3347.6893561871066, 1.0006202591592759
neetle-aes, 1.8306658480245248, 1.0004067940441443, 2199.199818112349, 1.0004067940441441
picojpeg, 1.4860541052921006, 1.000449567105422, 2711.879726080262, 1.000449567105422
slre, 2.0679165716941026, 1.0004578193338878, 1939.1497968967217, 1.0004578193338878
statemate, 4.093346410928228, 1.000507941735341, 977.439873966759, 1.000507941735341
ud, 2.098067265748283, 1.0002561954299418, 1906.0399374629844, 1.0002561954299418
wikisort, 4.865708079333937, 1.0006073359198568, 571.1398946852655, 1.0006073359198568
