aha-mont64, 141362, 216, 4998
crc32, 141233, 216, 4998
cubic, 175201, 216, 4998
edn, 142889, 216, 4998
huffbench, 142603, 216, 4998
matmult-int, 142156, 216, 4998
minver, 141532, 216, 4998
neetle-aes, 152949, 216, 4998
neetle-sha256, 144515, 216, 4998
nsichneu, 161463, 216, 4998
picojpeg, 154164, 216, 4998
qrduino, 152725, 216, 4998
sglib-combined, 145385, 216, 4998
slre, 144633, 216, 4998
st, 140378, 216, 4998
statemate, 145211, 216, 4998
ud, 140788, 216, 4998
wikisort, 152211, 216, 4998
