aha-mont64, 143550, 196, 5004
crc32, 143210, 196, 5004
cubic, 158418, 196, 5004
edn, 142982, 196, 5004
huffbench, 143370, 196, 5004
matmult-int, 142910, 196, 5004
minver, 143198, 196, 5004
neetle-aes, 143050, 196, 5004
neetle-sha256, 143374, 196, 5004
nsichneu, 142882, 196, 5004
picojpeg, 145010, 196, 5004
qrduino, 144282, 196, 5004
sglib-combined, 144042, 196, 5004
slre, 145282, 196, 5004
st, 142810, 196, 5004
statemate, 142838, 196, 5004
ud, 143166, 196, 5004
wikisort, 144418, 196, 5004
