# pico2w
aha-mont64, 2.7727572075648808, 1.0001508905492453, 1444.0499835600333, 1.0001508905492453
edn, 2.3755924170616267, 1.0000000000000067, 1688.0000000000182, 1.0000000000000109
crc32, 2.8994938539406934, 1.000000000000005, 1383.0000000000052, 1.0000000000000038
sglib-combined, 3.440795159896259, 1.000000000000007, 1156.999999999996, 1.0000000000000036
neetle-sha256, 5.5728297584910775, 1.0005866982789935, 717.2298766008289, 1.0005866982789935
minver, 14.80850632940023, 1.0005196160691974, 269.97996361473184, 1.0005196160691974
qrduino, 3.0998542274052188, 1.0000000000000093, 1371.9999999999864, 1.00000000000001
st, 70.34482758620737, 1.0000000000000069, 58.000000000000355, 1.0000000000000062
nsichneu, 1.987580725285628, 1.0000000000000078, 2012.9999999999964, 1.0000000000000018
wikisort, 11.579166666666623, 1.0000000000000038, 240.00000000000063, 1.0000000000000027
neetle-aes, 2.508395591138366, 1.0000619756027052, 1605.009996917163, 1.0000619756027052
picojpeg, 1.7393180837289663, 1.0000000000000038, 2316.9999999999764, 1.0000000000000102
cubic, 5.248051017852528, 1.0002614874287001, 749.0399743881558, 1.0002614874287001
ud, 2.6508902113168515, 1.0004629062356445, 1508.5498384384182, 1.0004629062356445
slre, 1.0075376884422114, 1.0000000000000002, 3979.999999999976, 1.000000000000006
statemate, 4.520852900269165, 1.0001123708013075, 885.0099944109601, 1.0001123708013075
matmult-int, 2.4462860650705918, 1.0000000000000016, 1629.0000000000148, 1.000000000000009
huffbench, 3.148475278266786, 1.0003784252537686, 1308.5699063414638, 1.0003784252537686
