aha-mont64, 135288, 168, 4932
crc32, 134486, 168, 4932
cubic, 159425, 168, 4932
edn, 136538, 168, 4932
huffbench, 136430, 168, 4932
matmult-int, 135651, 168, 4932
minver, 135281, 168, 4932
neetle-aes, 146552, 168, 4932
neetle-sha256, 138437, 168, 4932
nsichneu, 158571, 168, 4932
picojpeg, 148579, 168, 4932
qrduino, 147480, 168, 4932
sglib-combined, 141157, 168, 4932
slre, 141240, 168, 4932
st, 134008, 168, 4932
statemate, 140267, 168, 4932
ud, 134567, 168, 4932
wikisort, 146686, 168, 4932
