aha-mont64, 150412, 168, 4928
crc32, 146240, 168, 4928
cubic, 201289, 168, 4928
edn, 154242, 168, 4928
huffbench, 155054, 168, 4928
matmult-int, 148452, 168, 4928
minver, 150199, 168, 4928
neetle-aes, 175080, 168, 4928
neetle-sha256, 165602, 168, 4928
nsichneu, 274928, 168, 4928
picojpeg, 192314, 168, 4928
qrduino, 189872, 168, 4928
sglib-combined, 160131, 168, 4928
slre, 156242, 168, 4928
st, 146747, 168, 4928
statemate, 170755, 168, 4928
ud, 148918, 168, 4928
wikisort, 175602, 168, 4928
