aha-mont64, 143030, 196, 5004
crc32, 142690, 196, 5004
cubic, 157898, 196, 5004
edn, 142462, 196, 5004
huffbench, 142850, 196, 5004
matmult-int, 142390, 196, 5004
minver, 142678, 196, 5004
neetle-aes, 142530, 196, 5004
neetle-sha256, 142854, 196, 5004
nsichneu, 142362, 196, 5004
picojpeg, 144490, 196, 5004
qrduino, 143762, 196, 5004
sglib-combined, 143522, 196, 5004
slre, 144762, 196, 5004
st, 142290, 196, 5004
statemate, 142318, 196, 5004
ud, 142646, 196, 5004
wikisort, 143898, 196, 5004
