# esp-wroom-32
aha-mont64, 2.800000000000005, 1.000000000000002, 1429.9999999999975, 1.0000000000000018
cubic, 5.1723684210525835, 1.0000000000000093, 760.0000000000022, 1.0000000000000029
crc32, 3.0127723516153293, 1.0000000000000009, 1331.0000000000136, 1.0000000000000102
edn, 2.4768069665515817, 1.0000864501734321, 1619.019993949362, 1.0000864501734321
huffbench, 3.2415420928402563, 1.0000000000000084, 1271.000000000003, 1.0000000000000024
matmult-int, 2.409310761789596, 1.000000000000002, 1653.9999999999927, 1.0000000000000044
minver, 15.865079365079389, 1.0000000000000016, 251.9999999999998, 1.0000000000000009
neetle-aes, 2.577464788732402, 1.0000000000000029, 1561.999999999997, 1.000000000000002
neetle-sha256, 5.669503546099292, 1.0, 705.0000000000061, 1.0000000000000087
nsichneu, 2.0247258616049835, 1.0001290986547435, 1976.0699835326757, 1.0001290986547435
picojpeg, 1.8553729980142155, 1.0001174508650283, 2172.0699850182655, 1.0001174508650283
qrduino, 3.181002243829507, 1.000000000000012, 1337.0000000000045, 1.0000000000000036
sglib-combined, 3.4378238341968745, 1.0000000000000049, 1157.9999999999898, 1.0000000000000089
slre, 1.0450873077925376, 1.0000000000000082, 3836.9999999999623, 1.0000000000000098
st, 90.66666666666706, 1.0000000000000042, 45.000000000000036, 1.0000000000000009
statemate, 4.582994497160728, 1.000113914621238, 873.0099943342069, 1.000113914621238
ud, 3.685714285714311, 1.0000000000000069, 1084.9999999999911, 1.0000000000000082
wikisort, 11.293540417083987, 1.001035616474587, 246.06986802793398, 1.0010356164745868
